index,Open,High,Low,Close,Adj Close,Volume
2010-06-01,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251953,7.857941150665283,876472800.0
2010-06-02,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,7.951939105987549,688548000.0
2010-06-03,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,7.92693567276001,650106800.0
2010-06-04,9.221785545349121,9.353570938110352,9.093929290771484,9.14142894744873,7.711226940155029,758304400.0
2010-06-07,9.224642753601074,9.255356788635254,8.948213577270508,8.962142944335938,7.559990406036377,886942000.0
2010-06-08,9.044285774230957,9.064286231994629,8.773214340209961,8.904643058776855,7.511487007141113,1000770400.0
2010-06-09,8.981071472167969,8.996429443359375,8.660357475280762,8.685713768005371,7.326810359954834,854630000.0
2010-06-10,8.744285583496094,8.963570594787598,8.649999618530273,8.946785926818848,7.547037124633789,776356000.0
2010-06-11,8.865357398986816,9.066429138183594,8.834643363952637,9.053929328918457,7.637415409088135,545759200.0
2010-06-14,9.14142894744873,9.255356788635254,9.071785926818848,9.081428527832031,7.660612106323242,602960400.0
2010-06-15,9.130000114440918,9.280357360839844,9.125,9.274642944335938,7.823598861694336,585074000.0
2010-06-16,9.324999809265137,9.5625,9.30821418762207,9.54464340209961,8.05135440826416,783678000.0
2010-06-17,9.664285659790039,9.746429443359375,9.625,9.709643363952637,8.190542221069336,872855200.0
2010-06-18,9.723214149475098,9.821429252624512,9.693571090698242,9.788213729858398,8.256820678710938,784621600.0
2010-06-21,9.917499542236328,9.964642524719238,9.59749984741211,9.64892864227295,8.139325141906738,776490400.0
2010-06-22,9.720000267028809,9.856071472167969,9.696429252624512,9.780357360839844,8.250195503234863,717262000.0
2010-06-23,9.806428909301758,9.809286117553711,9.567856788635254,9.677499771118164,8.163431167602539,768457200.0
2010-06-24,9.678570747375488,9.757143020629883,9.574999809265137,9.60714340209961,8.104077339172363,714277200.0
2010-06-25,9.645000457763672,9.65250015258789,9.493213653564453,9.524999618530273,8.034788131713867,549942400.0
2010-06-28,9.53321361541748,9.633929252624512,9.447142601013184,9.58214282989502,8.082990646362305,584948000.0
2010-06-29,9.432856559753418,9.442500114440918,9.08214282989502,9.14892864227295,7.717555522918701,1133344800.0
2010-06-30,9.168213844299316,9.213213920593262,8.928929328918457,8.983214378356934,7.5777668952941895,739452000.0
2010-07-01,9.08214282989502,9.100000381469727,8.686429023742676,8.874285697937012,7.485878944396973,1022896000.0
2010-07-02,8.946070671081543,8.961786270141602,8.685713768005371,8.819286346435547,7.439484119415283,693842800.0
2010-07-06,8.964285850524902,9.028571128845215,8.791428565979004,8.879643440246582,7.4903974533081055,615235600.0
2010-07-07,8.946070671081543,9.241786003112793,8.91964340209961,9.238213539123535,7.792869567871094,654556000.0
2010-07-08,9.374285697937012,9.389286041259766,9.103214263916016,9.217499732971191,7.77539587020874,738144400.0
2010-07-09,9.174642562866211,9.282142639160156,9.1128568649292,9.272143363952637,7.821491241455078,433322400.0
2010-07-12,9.233214378356934,9.351785659790039,9.102143287658691,9.188928604125977,7.7512969970703125,562878400.0
2010-07-13,9.15428638458252,9.157142639160156,8.801071166992188,8.992856979370117,7.585897922515869,1190924000.0
2010-07-14,8.906429290771484,9.135713577270508,8.89285659790039,9.026070594787598,7.61391544342041,812047600.0
2010-07-15,8.865357398986816,9.177499771118164,8.83214282989502,8.98035717010498,7.575355529785156,824866000.0
2010-07-16,9.042142868041992,9.106071472167969,8.871786117553711,8.925000190734863,7.528658390045166,1039858400.0
2010-07-19,8.924285888671875,8.924285888671875,8.557143211364746,8.770713806152344,7.398512363433838,1024478000.0
2010-07-20,8.675000190734863,9.032142639160156,8.571785926818848,8.996070861816406,7.5886125564575195,1074950800.0
2010-07-21,9.467499732971191,9.469642639160156,9.071429252624512,9.079999923706055,7.659408092498779,1185671200.0
2010-07-22,9.20285701751709,9.285714149475098,9.118213653564453,9.250714302062988,7.803414344787598,645318800.0
2010-07-23,9.181785583496094,9.299285888671875,9.152856826782227,9.283571243286133,7.831128120422363,533388800.0
2010-07-26,9.285714149475098,9.289285659790039,9.20392894744873,9.260000228881836,7.81125020980835,420551600.0
2010-07-27,9.31678581237793,9.45714282989502,9.296428680419922,9.431428909301758,7.9558515548706055,584771600.0
2010-07-28,9.416786193847656,9.499643325805664,9.29464340209961,9.319999694824219,7.861860275268555,519985200.0
2010-07-29,9.311071395874023,9.380356788635254,9.146429061889648,9.21821403503418,7.775995254516602,643806800.0
